t,T_tr,T_v,rho_N2,rho_N,rho_O2,rho_O,rho_NO
3.7865e-10,7007.66,20592.1,0.765625,0.000644388,0.210693,0.0214729,0.00156499
3.7866e-10,6982.09,20657.7,0.765625,0.000644378,0.210692,0.0214737,0.00156516
3.7867e-10,6957.04,20721.9,0.765625,0.000644366,0.210691,0.0214744,0.00156534
3.7868e-10,6932.53,20784.8,0.765625,0.00064435,0.21069,0.0214752,0.00156553
3.7869e-10,6908.54,20846.3,0.765625,0.000644332,0.210689,0.0214759,0.00156572
3.787e-10,6885.09,20906.5,0.765625,0.00064431,0.210688,0.0214766,0.00156591
3.7871e-10,6862.17,20965.3,0.765625,0.000644285,0.210688,0.0214773,0.00156612
3.7872e-10,6839.79,21022.7,0.765625,0.000644257,0.210687,0.021478,0.00156633
3.7873e-10,6817.95,21078.7,0.765625,0.000644226,0.210686,0.0214787,0.00156654
3.7874e-10,6796.64,21133.4,0.765624,0.000644191,0.210685,0.0214794,0.00156676
3.7875e-10,6775.87,21186.6,0.765624,0.000644153,0.210684,0.0214801,0.00156699
3.7876e-10,6755.64,21238.5,0.765624,0.000644111,0.210684,0.0214808,0.00156723
3.7877e-10,6735.95,21289,0.765624,0.000644066,0.210683,0.0214815,0.00156747
3.7878e-10,6716.81,21338.1,0.765624,0.000644018,0.210682,0.0214822,0.00156772
3.7879e-10,6698.2,21385.8,0.765624,0.000643966,0.210681,0.0214828,0.00156797
3.788e-10,6680.14,21432.1,0.765624,0.00064391,0.21068,0.0214835,0.00156824
3.7881e-10,6662.63,21477.1,0.765624,0.000643851,0.21068,0.0214841,0.0015685
3.7882e-10,6645.66,21520.6,0.765624,0.000643789,0.210679,0.0214848,0.00156878
3.7883e-10,6629.23,21562.7,0.765624,0.000643723,0.210678,0.0214854,0.00156906
3.7884e-10,6613.36,21603.4,0.765624,0.000643653,0.210677,0.021486,0.00156935
3.7885e-10,6598.03,21642.7,0.765624,0.00064358,0.210676,0.0214866,0.00156965
3.7886e-10,6583.25,21680.7,0.765624,0.000643504,0.210676,0.0214872,0.00156995
3.7887e-10,6569.02,21717.2,0.765624,0.000643424,0.210675,0.0214878,0.00157026
3.7888e-10,6555.33,21752.2,0.765624,0.000643341,0.210674,0.0214884,0.00157058
3.7889e-10,6542.2,21785.9,0.765623,0.000643254,0.210673,0.021489,0.0015709
3.789e-10,6529.62,21818.2,0.765623,0.000643165,0.210673,0.0214896,0.00157123
3.7891e-10,6517.59,21849,0.765623,0.000643072,0.210672,0.0214902,0.00157156
3.7892e-10,6506.11,21878.5,0.765623,0.000642976,0.210671,0.0214908,0.0015719
3.7893e-10,6495.19,21906.5,0.765623,0.000642877,0.21067,0.0214913,0.00157225
3.7894e-10,6484.81,21933.1,0.765623,0.000642775,0.21067,0.0214919,0.0015726
3.7895e-10,6474.99,21958.3,0.765623,0.00064267,0.210669,0.0214925,0.00157296
3.7896e-10,6465.72,21982.1,0.765623,0.000642563,0.210668,0.021493,0.00157332
3.7897e-10,6457.01,22004.4,0.765623,0.000642453,0.210667,0.0214936,0.00157369
3.7898e-10,6448.85,22025.3,0.765623,0.000642341,0.210667,0.0214941,0.00157406
3.7899e-10,6441.24,22044.8,0.765623,0.000642226,0.210666,0.0214946,0.00157444
3.79e-10,6434.19,22062.9,0.765623,0.000642109,0.210665,0.0214952,0.00157482
3.7901e-10,6427.69,22079.6,0.765623,0.000641991,0.210664,0.0214957,0.0015752
3.7902e-10,6421.74,22094.8,0.765623,0.00064187,0.210664,0.0214962,0.00157559
3.7903e-10,6416.36,22108.6,0.765623,0.000641747,0.210663,0.0214967,0.00157598
3.7904e-10,6411.52,22121,0.765623,0.000641623,0.210662,0.0214973,0.00157638
3.7905e-10,6407.24,22132,0.765622,0.000641498,0.210661,0.0214978,0.00157677
3.7906e-10,6403.52,22141.5,0.765622,0.000641371,0.210661,0.0214983,0.00157717
3.7907e-10,6400.35,22149.6,0.765622,0.000641244,0.21066,0.0214988,0.00157758
3.7908e-10,6397.74,22156.3,0.765622,0.000641115,0.210659,0.0214993,0.00157798
3.7909e-10,6395.68,22161.6,0.765622,0.000640986,0.210659,0.0214998,0.00157838
3.791e-10,6394.18,22165.4,0.765622,0.000640857,0.210658,0.0215003,0.00157879
3.7911e-10,6393.24,22167.9,0.765622,0.000640727,0.210657,0.0215008,0.00157919
3.7912e-10,6392.85,22168.9,0.765622,0.000640597,0.210656,0.0215014,0.0015796
3.7913e-10,6393.01,22168.4,0.765622,0.000640467,0.210656,0.0215019,0.00158001
3.7914e-10,6393.73,22166.6,0.765622,0.000640337,0.210655,0.0215024,0.00158041
3.7915e-10,6395,22163.3,0.765622,0.000640208,0.210654,0.0215029,0.00158082
3.7916e-10,6396.84,22158.6,0.765622,0.00064008,0.210654,0.0215034,0.00158122
3.7917e-10,6399.22,22152.4,0.765622,0.000639952,0.210653,0.0215039,0.00158162
3.7918e-10,6402.16,22144.9,0.765622,0.000639826,0.210652,0.0215044,0.00158202
3.7919e-10,6405.66,22135.9,0.765622,0.0006397,0.210651,0.0215049,0.00158242
3.792e-10,6409.7,22125.5,0.765622,0.000639576,0.210651,0.0215054,0.00158281
3.7921e-10,6414.31,22113.7,0.765622,0.000639454,0.21065,0.021506,0.0015832
3.7922e-10,6419.46,22100.4,0.765621,0.000639333,0.210649,0.0215065,0.00158359
3.7923e-10,6425.18,22085.8,0.765621,0.000639214,0.210648,0.021507,0.00158398
3.7924e-10,6431.44,22069.7,0.765621,0.000639097,0.210648,0.0215076,0.00158436
3.7925e-10,6438.26,22052.2,0.765621,0.000638982,0.210647,0.0215081,0.00158474
3.7926e-10,6445.63,22033.3,0.765621,0.00063887,0.210646,0.0215086,0.00158511
3.7927e-10,6453.55,22012.9,0.765621,0.00063876,0.210645,0.0215092,0.00158548
3.7928e-10,6462.03,21991.2,0.765621,0.000638652,0.210645,0.0215097,0.00158584
3.7929e-10,6471.05,21968,0.765621,0.000638548,0.210644,0.0215103,0.0015862
3.793e-10,6480.63,21943.4,0.765621,0.000638446,0.210643,0.0215108,0.00158655
3.7931e-10,6490.76,21917.4,0.765621,0.000638346,0.210642,0.0215114,0.0015869
3.7932e-10,6501.44,21890,0.765621,0.00063825,0.210642,0.021512,0.00158724
3.7933e-10,6512.67,21861.1,0.765621,0.000638157,0.210641,0.0215126,0.00158757
3.7934e-10,6524.44,21830.9,0.765621,0.000638067,0.21064,0.0215131,0.0015879
3.7935e-10,6536.77,21799.2,0.765621,0.000637981,0.210639,0.0215137,0.00158822
3.7936e-10,6549.65,21766.2,0.765621,0.000637897,0.210639,0.0215143,0.00158854
3.7937e-10,6563.07,21731.7,0.765621,0.000637817,0.210638,0.0215149,0.00158885
3.7938e-10,6577.04,21695.9,0.76562,0.00063774,0.210637,0.0215155,0.00158915
3.7939e-10,6591.55,21658.6,0.76562,0.000637667,0.210636,0.0215161,0.00158945
3.794e-10,6606.61,21619.9,0.76562,0.000637597,0.210636,0.0215168,0.00158974
3.7941e-10,6622.22,21579.9,0.76562,0.000637531,0.210635,0.0215174,0.00159002
3.7942e-10,6638.37,21538.4,0.76562,0.000637468,0.210634,0.021518,0.0015903
3.7943e-10,6655.06,21495.5,0.76562,0.000637409,0.210633,0.0215187,0.00159057
3.7944e-10,6672.3,21451.3,0.76562,0.000637353,0.210632,0.0215193,0.00159083
3.7945e-10,6690.07,21405.7,0.76562,0.0006373,0.210632,0.02152,0.00159109
3.7946e-10,6708.39,21358.6,0.76562,0.000637251,0.210631,0.0215207,0.00159134
3.7947e-10,6727.25,21310.2,0.76562,0.000637206,0.21063,0.0215213,0.00159158
3.7948e-10,6746.64,21260.4,0.76562,0.000637163,0.210629,0.021522,0.00159182
3.7949e-10,6766.58,21209.2,0.76562,0.000637125,0.210628,0.0215227,0.00159205
3.795e-10,6787.05,21156.7,0.76562,0.000637089,0.210628,0.0215234,0.00159227
3.7951e-10,6808.05,21102.7,0.76562,0.000637057,0.210627,0.0215241,0.00159249
3.7952e-10,6829.59,21047.4,0.76562,0.000637029,0.210626,0.0215248,0.0015927
3.7953e-10,6851.66,20990.8,0.765619,0.000637003,0.210625,0.0215255,0.0015929
3.7954e-10,6874.27,20932.7,0.765619,0.000636981,0.210624,0.0215262,0.0015931
3.7955e-10,6897.4,20873.3,0.765619,0.000636962,0.210623,0.021527,0.00159329
3.7956e-10,6921.06,20812.6,0.765619,0.000636946,0.210623,0.0215277,0.00159348
3.7957e-10,6945.26,20750.4,0.765619,0.000636932,0.210622,0.0215284,0.00159366
3.7958e-10,6969.97,20687,0.765619,0.000636922,0.210621,0.0215292,0.00159383
3.7959e-10,6995.22,20622.2,0.765619,0.000636915,0.21062,0.0215299,0.001594
3.796e-10,7020.98,20556,0.765619,0.000636911,0.210619,0.0215307,0.00159416
3.7961e-10,7047.27,20488.5,0.765619,0.000636909,0.210618,0.0215314,0.00159432
3.7962e-10,7074.07,20419.7,0.765619,0.00063691,0.210618,0.0215322,0.00159447
3.7963e-10,7101.4,20349.5,0.765619,0.000636914,0.210617,0.021533,0.00159462
3.7964e-10,7129.24,20278,0.765619,0.00063692,0.210616,0.0215338,0.00159476
3.7965e-10,7157.59,20205.2,0.765619,0.000636928,0.210615,0.0215346,0.0015949
3.7966e-10,7186.46,20131.1,0.765619,0.000636939,0.210614,0.0215354,0.00159503
3.7967e-10,7215.84,20055.6,0.765618,0.000636953,0.210613,0.0215361,0.00159516
3.7968e-10,7245.73,19978.9,0.765618,0.000636968,0.210612,0.0215369,0.00159528
3.7969e-10,7276.12,19900.8,0.765618,0.000636986,0.210612,0.0215378,0.0015954
3.797e-10,7307.02,19821.5,0.765618,0.000637006,0.210611,0.0215386,0.00159552
3.7971e-10,7338.42,19740.8,0.765618,0.000637028,0.21061,0.0215394,0.00159563
3.7972e-10,7370.31,19658.9,0.765618,0.000637052,0.210609,0.0215402,0.00159573
3.7973e-10,7402.71,19575.7,0.765618,0.000637077,0.210608,0.021541,0.00159584
3.7974e-10,7435.6,19491.2,0.765618,0.000637105,0.210607,0.0215419,0.00159593
3.7975e-10,7468.98,19405.5,0.765618,0.000637134,0.210606,0.0215427,0.00159603
3.7976e-10,7502.85,19318.5,0.765618,0.000637165,0.210605,0.0215435,0.00159612
3.7977e-10,7537.21,19230.2,0.765618,0.000637198,0.210605,0.0215444,0.00159621
3.7978e-10,7572.05,19140.7,0.765618,0.000637232,0.210604,0.0215452,0.0015963
3.7979e-10,7607.37,19050,0.765618,0.000637267,0.210603,0.021546,0.00159638
3.798e-10,7643.17,18958.1,0.765617,0.000637304,0.210602,0.0215469,0.00159646
3.7981e-10,7679.44,18864.9,0.765617,0.000637342,0.210601,0.0215477,0.00159654
3.7982e-10,7716.18,18770.5,0.765617,0.000637382,0.2106,0.0215486,0.00159661
3.7983e-10,7753.4,18674.9,0.765617,0.000637422,0.210599,0.0215495,0.00159668
3.7984e-10,7791.07,18578.1,0.765617,0.000637464,0.210598,0.0215503,0.00159675
3.7985e-10,7829.21,18480.1,0.765617,0.000637507,0.210597,0.0215512,0.00159682
3.7986e-10,7867.81,18381,0.765617,0.000637551,0.210597,0.021552,0.00159688
3.7987e-10,7906.86,18280.7,0.765617,0.000637596,0.210596,0.0215529,0.00159694
3.7988e-10,7946.36,18179.2,0.765617,0.000637641,0.210595,0.0215538,0.001597
3.7989e-10,7986.31,18076.5,0.765617,0.000637688,0.210594,0.0215546,0.00159706
3.799e-10,8026.69,17972.8,0.765617,0.000637735,0.210593,0.0215555,0.00159712
3.7991e-10,8067.52,17867.9,0.765617,0.000637783,0.210592,0.0215564,0.00159717
3.7992e-10,8108.78,17761.9,0.765617,0.000637832,0.210591,0.0215572,0.00159722
3.7993e-10,8150.47,17654.7,0.765617,0.000637881,0.21059,0.0215581,0.00159728
3.7994e-10,8192.59,17546.5,0.765616,0.000637931,0.210589,0.021559,0.00159732
3.7995e-10,8235.12,17437.2,0.765616,0.000637982,0.210588,0.0215598,0.00159737
3.7996e-10,8278.07,17326.8,0.765616,0.000638033,0.210588,0.0215607,0.00159742
3.7997e-10,8321.44,17215.4,0.765616,0.000638084,0.210587,0.0215616,0.00159746
3.7998e-10,8365.21,17102.9,0.765616,0.000638135,0.210586,0.0215624,0.00159751
3.7999e-10,8409.38,16989.4,0.765616,0.000638187,0.210585,0.0215633,0.00159755
3.8e-10,8453.94,16874.8,0.765616,0.00063824,0.210584,0.0215642,0.00159759
3.8001e-10,8498.9,16759.3,0.765616,0.000638292,0.210583,0.021565,0.00159763
3.8002e-10,8544.24,16642.7,0.765616,0.000638345,0.210582,0.0215659,0.00159766
3.8003e-10,8589.96,16525.2,0.765616,0.000638397,0.210581,0.0215668,0.0015977
3.8004e-10,8636.06,16406.7,0.765616,0.00063845,0.21058,0.0215676,0.00159774
3.8005e-10,8682.52,16287.3,0.765616,0.000638503,0.21058,0.0215685,0.00159777
3.8006e-10,8729.35,16166.9,0.765616,0.000638556,0.210579,0.0215693,0.00159781
3.8007e-10,8776.53,16045.6,0.765616,0.000638609,0.210578,0.0215702,0.00159784
3.8008e-10,8824.07,15923.4,0.765615,0.000638662,0.210577,0.021571,0.00159787
3.8009e-10,8871.95,15800.3,0.765615,0.000638715,0.210576,0.0215719,0.0015979
3.801e-10,8920.16,15676.3,0.765615,0.000638767,0.210575,0.0215727,0.00159794
3.8011e-10,8968.71,15551.4,0.765615,0.00063882,0.210574,0.0215736,0.00159797
3.8012e-10,9017.58,15425.8,0.765615,0.000638872,0.210574,0.0215744,0.00159799
3.8013e-10,9066.76,15299.3,0.765615,0.000638924,0.210573,0.0215752,0.00159802
3.8014e-10,9116.26,15172,0.765615,0.000638976,0.210572,0.0215761,0.00159805
3.8015e-10,9166.06,15043.9,0.765615,0.000639027,0.210571,0.0215769,0.00159808
3.8016e-10,9216.16,14915,0.765615,0.000639078,0.21057,0.0215777,0.00159811
3.8017e-10,9266.54,14785.4,0.765615,0.000639129,0.210569,0.0215786,0.00159813
3.8018e-10,9317.21,14655,0.765615,0.000639179,0.210568,0.0215794,0.00159816
3.8019e-10,9368.15,14524,0.765615,0.000639229,0.210568,0.0215802,0.00159818
3.802e-10,9419.35,14392.2,0.765615,0.000639278,0.210567,0.021581,0.00159821
3.8021e-10,9470.82,14259.8,0.765615,0.000639327,0.210566,0.0215818,0.00159823
3.8022e-10,9522.53,14126.8,0.765615,0.000639376,0.210565,0.0215826,0.00159826
3.8023e-10,9574.48,13993.1,0.765615,0.000639424,0.210564,0.0215834,0.00159828
3.8024e-10,9626.66,13858.7,0.765614,0.000639471,0.210564,0.0215842,0.0015983
3.8025e-10,9679.07,13723.8,0.765614,0.000639518,0.210563,0.0215849,0.00159832
3.8026e-10,9731.7,13588.4,0.765614,0.000639564,0.210562,0.0215857,0.00159835
3.8027e-10,9784.52,13452.4,0.765614,0.000639609,0.210561,0.0215865,0.00159837
3.8028e-10,9837.55,13315.9,0.765614,0.000639654,0.21056,0.0215872,0.00159839
3.8029e-10,9890.77,13178.8,0.765614,0.000639698,0.21056,0.021588,0.00159841
3.803e-10,9944.16,13041.3,0.765614,0.000639742,0.210559,0.0215887,0.00159843
3.8031e-10,9997.72,12903.4,0.765614,0.000639785,0.210558,0.0215895,0.00159845
3.8032e-10,10051.4,12765,0.765614,0.000639827,0.210557,0.0215902,0.00159847
3.8033e-10,10105.3,12626.2,0.765614,0.000639868,0.210557,0.0215909,0.00159849
3.8034e-10,10159.3,12487.1,0.765614,0.000639908,0.210556,0.0215917,0.00159851
3.8035e-10,10213.5,12347.6,0.765614,0.000639948,0.210555,0.0215924,0.00159853
3.8036e-10,10267.7,12207.7,0.765614,0.000639987,0.210555,0.0215931,0.00159855
3.8037e-10,10322.1,12067.6,0.765614,0.000640025,0.210554,0.0215938,0.00159857
3.8038e-10,10376.6,11927.2,0.765614,0.000640063,0.210553,0.0215945,0.00159859
3.8039e-10,10431.1,11786.5,0.765614,0.000640099,0.210552,0.0215951,0.00159861
3.804e-10,10485.8,11645.7,0.765614,0.000640135,0.210552,0.0215958,0.00159863
3.8041e-10,10540.5,11504.6,0.765614,0.00064017,0.210551,0.0215965,0.00159865
3.8042e-10,10595.2,11363.4,0.765614,0.000640204,0.21055,0.0215971,0.00159866
3.8043e-10,10650,11222,0.765614,0.000640238,0.21055,0.0215977,0.00159868
3.8044e-10,10704.9,11080.5,0.765613,0.00064027,0.210549,0.0215984,0.0015987
3.8045e-10,10759.7,10938.9,0.765613,0.000640301,0.210549,0.021599,0.00159872
3.8046e-10,10814.6,10797.3,0.765613,0.000640332,0.210548,0.0215996,0.00159873
3.8047e-10,10869.5,10655.7,0.765613,0.000640362,0.210547,0.0216002,0.00159875
3.8048e-10,10924.4,10514,0.765613,0.000640391,0.210547,0.0216008,0.00159877
3.8049e-10,10979.2,10372.4,0.765613,0.000640419,0.210546,0.0216014,0.00159878
3.805e-10,11034,10230.9,0.765613,0.000640447,0.210546,0.021602,0.0015988
3.8051e-10,11088.7,10089.4,0.765613,0.000640473,0.210545,0.0216025,0.00159882
3.8052e-10,11143.4,9948.09,0.765613,0.000640499,0.210544,0.0216031,0.00159883
3.8053e-10,11198,9806.92,0.765613,0.000640524,0.210544,0.0216036,0.00159885
3.8054e-10,11252.6,9665.93,0.765613,0.000640548,0.210543,0.0216041,0.00159886
3.8055e-10,11307,9525.16,0.765613,0.000640571,0.210543,0.0216047,0.00159888
3.8056e-10,11361.3,9384.63,0.765613,0.000640593,0.210542,0.0216052,0.0015989
3.8057e-10,11415.5,9244.38,0.765613,0.000640615,0.210542,0.0216057,0.00159891
3.8058e-10,11469.6,9104.44,0.765613,0.000640636,0.210541,0.0216061,0.00159893
3.8059e-10,11523.5,8964.84,0.765613,0.000640656,0.210541,0.0216066,0.00159894
3.806e-10,11577.3,8825.62,0.765613,0.000640675,0.21054,0.0216071,0.00159896
3.8061e-10,11630.8,8686.8,0.765613,0.000640694,0.21054,0.0216075,0.00159897
3.8062e-10,11684.2,8548.41,0.765613,0.000640712,0.210539,0.021608,0.00159898
3.8063e-10,11737.4,8410.5,0.765613,0.000640729,0.210539,0.0216084,0.001599
3.8064e-10,11790.4,8273.09,0.765613,0.000640745,0.210539,0.0216088,0.00159901
3.8065e-10,11843.2,8136.21,0.765613,0.000640761,0.210538,0.0216092,0.00159903
3.8066e-10,11895.7,7999.89,0.765613,0.000640776,0.210538,0.0216096,0.00159904
3.8067e-10,11947.9,7864.18,0.765613,0.00064079,0.210537,0.02161,0.00159905
3.8068e-10,11999.9,7729.09,0.765613,0.000640804,0.210537,0.0216104,0.00159906
3.8069e-10,12051.6,7594.67,0.765613,0.000640817,0.210537,0.0216107,0.00159908
3.807e-10,12103,7460.95,0.765613,0.00064083,0.210536,0.0216111,0.00159909
3.8071e-10,12154.1,7327.96,0.765613,0.000640842,0.210536,0.0216114,0.0015991
3.8072e-10,12204.9,7195.72,0.765613,0.000640854,0.210536,0.0216117,0.00159911
3.8073e-10,12255.4,7064.28,0.765613,0.000640864,0.210535,0.0216121,0.00159913
3.8074e-10,12305.5,6933.67,0.765613,0.000640875,0.210535,0.0216124,0.00159914
3.8075e-10,12355.2,6803.92,0.765613,0.000640885,0.210535,0.0216127,0.00159915
3.8076e-10,12404.6,6675.06,0.765613,0.000640894,0.210534,0.0216129,0.00159916
3.8077e-10,12453.5,6547.12,0.765613,0.000640903,0.210534,0.0216132,0.00159917
3.8078e-10,12502.1,6420.14,0.765613,0.000640912,0.210534,0.0216135,0.00159918
3.8079e-10,12550.2,6294.14,0.765613,0.00064092,0.210534,0.0216137,0.00159919
3.808e-10,12598,6169.17,0.765613,0.000640927,0.210533,0.021614,0.0015992
3.8081e-10,12645.2,6045.24,0.765613,0.000640934,0.210533,0.0216142,0.00159921
3.8082e-10,12692,5922.4,0.765613,0.000640941,0.210533,0.0216144,0.00159922
3.8083e-10,12738.4,5800.67,0.765613,0.000640948,0.210533,0.0216146,0.00159923
3.8084e-10,12784.3,5680.09,0.765613,0.000640954,0.210532,0.0216148,0.00159924
3.8085e-10,12829.6,5560.68,0.765613,0.00064096,0.210532,0.021615,0.00159925
3.8086e-10,12874.5,5442.48,0.765613,0.000640965,0.210532,0.0216152,0.00159926
3.8087e-10,12918.8,5325.52,0.765612,0.00064097,0.210532,0.0216153,0.00159927
3.8088e-10,12962.6,5209.82,0.765612,0.000640975,0.210532,0.0216155,0.00159928
3.8089e-10,13005.8,5095.42,0.765612,0.00064098,0.210532,0.0216157,0.00159928
3.809e-10,13048.5,4982.34,0.765612,0.000640984,0.210531,0.0216158,0.00159929
3.8091e-10,13090.6,4870.62,0.765612,0.000640988,0.210531,0.0216159,0.0015993
3.8092e-10,13132.1,4760.29,0.765612,0.000640992,0.210531,0.0216161,0.00159931
3.8093e-10,13173.1,4651.36,0.765612,0.000640996,0.210531,0.0216162,0.00159931
3.8094e-10,13213.3,4543.88,0.765612,0.000641,0.210531,0.0216163,0.00159932
3.8095e-10,13253,4437.86,0.765612,0.000641003,0.210531,0.0216164,0.00159933
3.8096e-10,13292.1,4333.34,0.765612,0.000641006,0.210531,0.0216165,0.00159933
3.8097e-10,13330.4,4230.34,0.765612,0.000641009,0.210531,0.0216166,0.00159934
3.8098e-10,13368.2,4128.88,0.765612,0.000641012,0.210531,0.0216167,0.00159934
3.8099e-10,13405.2,4029.01,0.765612,0.000641014,0.21053,0.0216168,0.00159935
3.81e-10,13441.6,3930.73,0.765612,0.000641017,0.21053,0.0216168,0.00159935
3.8101e-10,13477.2,3834.08,0.765612,0.000641019,0.21053,0.0216169,0.00159936
3.8102e-10,13512.2,3739.09,0.765612,0.000641021,0.21053,0.021617,0.00159936
3.8103e-10,13546.4,3645.77,0.765612,0.000641023,0.21053,0.021617,0.00159937
3.8104e-10,13579.9,3554.15,0.765612,0.000641025,0.21053,0.0216171,0.00159937
3.8105e-10,13612.6,3464.26,0.765612,0.000641027,0.21053,0.0216171,0.00159938
3.8106e-10,13644.6,3376.13,0.765612,0.000641028,0.21053,0.0216172,0.00159938
3.8107e-10,13675.9,3289.77,0.765612,0.00064103,0.21053,0.0216172,0.00159938
3.8108e-10,13706.3,3205.21,0.765612,0.000641031,0.21053,0.0216173,0.00159939
3.8109e-10,13736,3122.48,0.765612,0.000641033,0.21053,0.0216173,0.00159939
3.811e-10,13764.9,3041.59,0.765612,0.000641034,0.21053,0.0216173,0.00159939
3.8111e-10,13792.9,2962.59,0.765612,0.000641035,0.21053,0.0216174,0.0015994
3.8112e-10,13820.2,2885.49,0.765612,0.000641036,0.21053,0.0216174,0.0015994
3.8113e-10,13846.7,2810.32,0.765612,0.000641037,0.21053,0.0216174,0.0015994
3.8114e-10,13872.3,2737.11,0.765612,0.000641038,0.21053,0.0216174,0.00159941
3.8115e-10,13897,2665.88,0.765612,0.000641039,0.21053,0.0216175,0.00159941
3.8116e-10,13921,2596.66,0.765612,0.00064104,0.21053,0.0216175,0.00159941
3.8117e-10,13944,2529.5,0.765612,0.000641041,0.21053,0.0216175,0.00159941
3.8118e-10,13966.2,2464.41,0.765612,0.000641042,0.21053,0.0216175,0.00159941
3.8119e-10,13987.5,2401.43,0.765612,0.000641042,0.21053,0.0216175,0.00159942
3.812e-10,14008,2340.6,0.765612,0.000641043,0.21053,0.0216175,0.00159942
3.8121e-10,14027.6,2281.97,0.765612,0.000641044,0.21053,0.0216175,0.00159942
3.8122e-10,14046.2,2225.56,0.765612,0.000641044,0.21053,0.0216176,0.00159942
3.8123e-10,14064,2171.42,0.765612,0.000641045,0.21053,0.0216176,0.00159942
3.8124e-10,14080.9,2119.61,0.765612,0.000641045,0.21053,0.0216176,0.00159942
3.8125e-10,14096.8,2070.17,0.765612,0.000641045,0.21053,0.0216176,0.00159942
3.8126e-10,14111.9,2023.16,0.765612,0.000641046,0.21053,0.0216176,0.00159943
3.8127e-10,14126,1978.64,0.765612,0.000641046,0.21053,0.0216176,0.00159943
3.8128e-10,14139.2,1936.66,0.765612,0.000641047,0.21053,0.0216176,0.00159943
3.8129e-10,14151.4,1897.29,0.765612,0.000641047,0.21053,0.0216176,0.00159943
3.813e-10,14162.8,1860.6,0.765612,0.000641047,0.21053,0.0216176,0.00159943
3.8131e-10,14173.1,1826.66,0.765612,0.000641048,0.21053,0.0216176,0.00159943
3.8132e-10,14182.6,1795.54,0.765612,0.000641048,0.21053,0.0216176,0.00159943
3.8133e-10,14191.1,1767.31,0.765612,0.000641048,0.21053,0.0216176,0.00159943
3.8134e-10,14198.6,1742.05,0.765612,0.000641048,0.21053,0.0216176,0.00159943
3.8135e-10,14205.2,1719.82,0.765612,0.000641049,0.21053,0.0216176,0.00159943
